NUMBER,OWNER,TICKER,CUSIP6,CNAME
396,AMICK WILLIAM THOMAS,DSCO,97382D,WINDTREE THERAPEUTICS INC
397,AMIN JACK,AXRX,031139,AMEXDRUG CORP
398,AMIN JANAK M,PBBK,69318V,PB BANKSHARES INC
399,AMIN TARANG P,-,806693,SCHIFF NUTRITION INTERNATIONAL
400,AMIR DOV,DLOV,23437P,DALECO RESOURCES CORP
401,AMITAI DAVID,DPW,253862,DIGITAL POWER CORP
402,AMJADI KAMRAN,-,46122L,E CENTIVES INC
403,AMMON CAROL A,ENDP,29264F,ENDO PHARMACEUTICALS HOLDINGS
404,AMON CRISTIANO RENNO,QCOM,747525,QUALCOMM INC
405,AMOROSO ALFRED J,MVSN,555904,MACROVISION CORP
406,AMOROSO MICHAEL,ABEO,00289Y,ABEONA THERAPEUTICS INC
407,AMOS DANIEL P,AFL,001055,AFLAC INC
408,AMOS JOHN P,VVUS,928551,VIVUS INC
409,AMSDELL ROBERT J,YSI,91274F,U STORE IT TRUST
410,AMSTER JOHN A,RPXC,74972G,RPX CORP
411,ANAGNOST ANDREW,ADSK,052769,AUTODESK INC
413,ANAND NAVEEN,HALL,40624Q,HALLMARK FINANCIAL SERVICES IN
414,ANANIA GIORGIO,OCLR,67555N,OCLARO INC
415,ANASTASI DAVID P,CAPA,14071N,CAPTARIS INC
416,ANASTASIO CURTIS V,NS,67058H,VALERO L P
417,ANASTASSOV GEORGE,AXIM,05463V,AXIM BIOTECHNOLOGIES INC
418,ANAYA TONEY,NTUR,63884T,NATURAL BLUE RESOURCES INC
419,ANCHEL KATHE MAE,VPIG,92828V,VIRTUAL PIGGY INC
420,ANDERECK MICHAEL D,-,255911,DOCUCORP INTERNATIONAL INC
421,ANDERMAN SIGMUND,ELLI,28849P,ELLIE MAE INC
422,ANDERS MARK H,AMAB,03061G,AMERICASBANK CORP
423,ANDERSEN GERT,ZFLO,92686M,VILACTO BIO INC
424,ANDERSEN JESPER,BLOX,45672H,INFOBLOX INC
425,ANDERSEN SHAZA L,WFBI,940730,WASHINGTONFIRST BANKSHARES INC
427,ANDERSON ALLEN J,AVTR,053494,AVATAR HOLDINGS INC
428,ANDERSON BARRY JAMES,DKDC,237699,DATA KNIGHTS ACQUISITION CORP
429,ANDERSON BONNIE H,VCYT,92337F,VERACYTE INC
430,ANDERSON BRADBURY H,BBY,086516,BEST BUY CO INC
431,ANDERSON CARL G JR,-,042764,ARROW INTERNATIONAL INC
432,ANDERSON CLYDE B,BAMM,098570,BOOKS A MILLION INC
433,ANDERSON CURT A,BUSE,319383,FIRST BUSEY CORP
434,ANDERSON DARREL T,IDA,451107,IDACORP INC
435,ANDERSON DARRON M,RNGR,75282U,RANGER ENERGY SERVICES INC
436,ANDERSON DAVID HUGO,NWN,667655,NORTHWEST NATURAL GAS CO
437,ANDERSON DAVID J,SHS,804137,SAUER DANFOSS INC
438,ANDERSON DAVID M,LPR,54222A,LONE PINE RESOURCES INC DE
439,ANDERSON DAVID M,ITCC,45778T,INSPRO TECHNOLOGIES CORP
440,ANDERSON DAVID ROBERT,SANM,801056,SANMINA CORP
441,ANDERSON DONALD H,-,893934,TRANSMONTAIGNE INC
442,ANDERSON EMORY V III,-,006864,ADEZA BIOMEDICAL CORP
443,ANDERSON ERIC STEVEN,CPDU,16948X,CHINA PEDIATRIC PHARMACEUTICAL
444,ANDERSON ERIK J,HYZN,44951Y,HYZON MOTORS INC
445,ANDERSON GERARD M,DTE,233331,DTE ENERGY CO
447,ANDERSON GLENN W,GAN,363127,GAINSCO INC
448,ANDERSON GREGORY P,LGL,50186A,LGL GROUP INC
449,ANDERSON JACKY K,-,38967A,GRAYSON BANKSHARES INC
450,ANDERSON JAMES ROBERT,LSCC,518415,LATTICE SEMICONDUCTOR CORP
451,ANDERSON JANELLE DENISE,VINE,35804X,FRESH VINE WINE INC
452,ANDERSON JANICE P,-,683402,ONYX SOFTWARE CORP
453,ANDERSON JOEL D,FIVE,33829M,FIVE BELOW INC
454,ANDERSON JOHN DAVID,SGCR,862773,KEY GOLD CORP
455,ANDERSON JOHN E,PATR,30292L,PATRIOT TRANSPORTATION OF FLOR
456,ANDERSON JUSTICE WOLFE,PCYN,742806,PROCYON CORP
457,ANDERSON JUSTIN ERIC,HLTY,74016X,PRECHECK HEALTH SERVICES INC
458,ANDERSON KEITH A,SKY,830830,SKYLINE CHAMPION CORP
459,ANDERSON KERRII B,WEN,950590,WENDY S INTERNATIONAL INC
460,ANDERSON LOGAN B,RYPE,780752,ROYALITE PETROLEUM CO INC
461,ANDERSON LYNN D,-,11161E,BROADWING CORP
462,ANDERSON MARK A,-,203902,COMMUNITY FIRST BANKSHARES INC
463,ANDERSON MARK F,AYX,02156B,ALTERYX INC
464,ANDERSON MARK R,IMFD,45820C,INTEGRITY MUTUAL FUNDS INC
465,ANDERSON MICHAEL J,ANDE,034164,ANDERSONS INC
466,ANDERSON MICHAEL SHANNON,FLML,338488,FLAMEL TECHNOLOGIES SA
467,ANDERSON PAUL G,FCSX,31308T,FCSTONE GROUP INC
468,ANDERSON PAUL MILTON,DUK,26441C,DUKE ENERGY CORP DE
469,ANDERSON PHILMORE  IV,MFWI,554151,MAC FILMWORKS INC
470,ANDERSON R EDWARD,CTRN,17306X,CITI TRENDS INC
471,ANDERSON R SCOTT,-,062401,BANK OF GRANITE CORP
472,ANDERSON RANDALL B,DSRM,25042Q,DESERT MINING INC
473,ANDERSON REGINA WOLFE,PCYN,742806,PROCYON CORP
474,ANDERSON RICHARD H,NWA,667280,NORTHWEST AIRLINES CORP NEW
476,ANDERSON ROBERT JOHN,ESTE,27032D,EARTHSTONE ENERGY INC
477,ANDERSON ROBERT K,IRIX,462684,IRIDEX CORP
478,ANDERSON ROBERT WILLIAM,SIG,G81276,SIGNET JEWELERS LTD
479,ANDERSON RONALD,MLVF,561410,MALVERN FEDERAL BANCORP INC
480,ANDERSON SCOTT P,PDCO,703395,PATTERSON COS INC
481,ANDERSON SIDNEY LARRY,CHWD,162307,CHATSWORTH DATA SOLUTIONS INC
482,ANDERSON STEVEN,SUFH,86876A,SURFECT HOLDINGS INC
483,ANDERSON STEVEN G,CRY,228903,CRYOLIFE INC
484,ANDERSON THOMAS G,NVNT,670085,NOVINT TECHNOLOGIES INC
485,ANDERSON WALTER LANCE,NOVS,669947,NOVASTAR FINANCIAL INC
486,ANDERSON-RAY BENJAMIN M,CRC,171117,CHROMCRAFT REVINGTON INC
487,ANDERTON TERRY B,TNTY,898183,TRUNITY HOLDINGS INC
488,ANDRADE JORGE JR,CEYY,35804J,FRESH START PRIVATE MANAGEMENT
489,ANDRADE JUAN C,RE,G3223R,EVEREST RE GROUP LTD
490,ANDRAS OSCAR S,EPD,293792,ENTERPRISE PRODUCTS PARTNERS L
491,ANDREA DOUGLAS J,ANDR,034393,ANDREA ELECTRONICS CORP
492,ANDREAS G ALLEN III,ADM,039483,ARCHER DANIELS MIDLAND CO
494,ANDREASSEN LASSE,BMOM,095704,BLUE MOOSE MEDIA INC
495,ANDREEFF DANE C,HSDT,42328V,HELIUS MEDICAL TECHNOLOGIES IN
496,ANDREOTTI LAMBERTO,BMY,110122,BRISTOL MYERS SQUIBB CO
497,ANDRESON JEFFREY S,ICHR,G4740B,ICHOR HOLDINGS LTD
498,ANDRETTA RALPH J,ADS,018581,ALLIANCE DATA SYSTEMS CORP
499,ANDREULA VINCENT,IMHC,196815,IMPERALIS HOLDING CORP
500,ANDREWS MARK EDWIN III,ROX,148435,CASTLE BRANDS INC
501,ANDREWS RONALD ASBURY,CLRT,180489,CHROMAVISION MEDICAL SYSTEMS I
502,ANDRUS JEREMY,SKUL,83083J,SKULLCANDY INC
503,ANENEN STEVEN,CDK,12508E,CDK GLOBAL INC
504,ANER GADI,ACRI,005000,ACRO INC
505,ANESTIS ROBERT W,-,340632,FLORIDA EAST COAST INDUSTRIES
506,ANEVSKI PETER,PGNY,74340E,PROGYNY INC
507,ANG BAN SIONG,HYBT,42831T,HEYU BIOLOGICAL TECHNOLOGY COR
508,ANG GEE HING RICKY,NXMR,65338F,SUN NEW MEDIA INC
509,ANG ROBERT MD,VOR,929033,VOR BIOPHARMA INC
510,ANGEL ISAAC,ORA,686688,ORMAT TECHNOLOGIES INC
511,ANGEL STEPHEN F,PX,74005P,PRAXAIR INC
512,ANGELINI ANTHONY,-,989929,ZOMAX INC MN
513,ANGELL MARC,ZSIT,98953A,ZHONG SEN INTERNATIONAL TEA CO
514,ANGELSON MARK A,RRD,257867,RR DONNELLEY & SONS CO
515,ANGERMAYER CHRISTIAN,FRON,G36826,FRONTIER ACQUISITION CORP
516,ANGLE COLIN M,IRBT,462726,IROBOT CORP
517,ANGNER DENNIS P,ISBA,464214,ISABELLA BANK CORP
518,ANGOTTI VINCENT J,XNPT,98411C,XENOPORT INC
519,ANGRICK WILLIAM P III,LQDT,53635B,LIQUIDITY SERVICES INC
520,ANGRISANI ALBERT A,SRVY,395150,GREENFIELD ONLINE INC
521,ANHORN JOHN L,PRWT,740921,PREMIERWEST BANCORP
522,ANICETTI RICHARD A,TFM,35804H,FRESH MARKET INC
523,ANIDO ARMANDO,AUXL,05334D,AUXILIUM PHARMACEUTICALS INC
524,ANIDO VICENTE JR,ISTA,45031X,ISTA PHARMACEUTICALS INC
526,ANKENY PHILIP D,SRDX,868873,SURMODICS INC
527,ANNAS CHRISTOPHER J,MRBK,58958P,MERIDIAN BANK (PENNSYLVANIA)
528,ANSARI CYNTHIA F,CGNT,19243A,COGENTIX MEDICAL INC
529,ANSARI MOHAMMED M,BACA,083690,BERENSON ACQUISITION CORP I
530,ANSELL ADRIAN C,ILVL,44966E,I LEVEL MEDIA GROUP INC
531,ANSELMO GARRY LEROY,SLGL,827906,SILVERADO GOLD MINES LTD
532,ANSLEY THOMAS MICHAEL,BAGR,25532M,DIVERSIFIED RESTAURANT HOLDING
533,ANSON KENT F,RTNB,776650,ROOT9B TECHNOLOGIES INC
534,ANSTICE MARTIN B,LRCX,512807,LAM RESEARCH CORP
535,ANTAL RODNEY P,SSRM,784730,SSR MINING INC
536,ANTENUCCI JOHN C,IFCR,458166,INTEGRATED FREIGHT CORP
537,ANTHONY CHRISTOPHER LEE,FLUX,344057,FLUX POWER HOLDINGS INC
538,ANTHONY JOHN RODGER,CTOT,21922E,CORNERSTONE BANCORP
539,ANTHONY MICHAEL,UBDT,90347Q,UBRANDIT COM
540,ANTHONY MICHAEL F,-,114537,BROOKSTONE INC
541,ANTHONY RICHARD E,SNV,87161C,SYNOVUS FINANCIAL CORP
542,ANTIN ARTHUR J,WOOF,918194,VCA ANTECH INC
544,ANTIOCO JOHN F,BBI,093679,BLOCKBUSTER INC
545,ANTLE STEPHEN BRADFORD,SINT,78427V,SI INTERNATIONAL INC
546,ANTO JOSEPH M,FRED,356108,FRED S INC
547,ANTOKOL ROBERT,PLTK,72815L,PLAYTIKA HOLDING CORP
548,ANTONINI JACK M,CATM,14161H,CARDTRONICS INC
549,ANTONUK STAN,INUV,46122W,INUVO INC
550,ANTONY STEPHEN P,UUUU,292671,ENERGY FUELS INC
551,ANTORCHA GUSTAVO,SEAS,81282V,SEAWORLD ENTERTAINMENT INC
552,ANTOS KENNETH MARTIN,DIXI,255517,DIXIE FOODS INTERNATIONAL INC
553,ANTOUN ELIAS J,GNSS,37184C,GENESIS MICROCHIP INC
554,ANZALONE CHRISTOPHER MICHAEL,ZDPY,98978X,ZONED PROPERTIES INC
555,ANZALONE CHRISTOPHER RICHARD,ARWR,042797,ARROWHEAD RESEARCH CORP
556,ANZALONE JOHN M,IVR,46131B,INVESCO MORTGAGE CAPITAL INC
557,AO PARTNERS I L P,AIRT,009207,AIR T INC
558,APARICIO ALEJANDRO,SRDP,855163,STAR RESORTS DEVELOPMENT INC
559,APATOFF ROBERT STEPHEN,FTD,30281V,FTD COMPANIES INC
560,APEL JOHAN,-,171607,CHYRONHEGO CORP
561,APFELBACH ERIC C,ZBB,98876R,ZBB ENERGY CORP
562,APICELLA GENO M,EXCS,30150T,EXECUTE SPORTS INC
563,APOTHEKER LEO,HPQ,428236,HEWLETT PACKARD CO
564,APPANA DEBORAH,QELE,74733A,QELE RESOURCES INC
565,APPELBAUM KEVIN J,BTTX,08773T,BETTER THERAPEUTICS INC
566,APPLE JIM B,FCBN,319460,FIRST CITIZENS BANCORPORATION
567,APPLE ROBERT F,ATRS,036642,ANTARES PHARMA INC
568,APPLETON STEVEN R,MU,595112,MICRON TECHNOLOGY INC
569,AQUILA ANTHONY,SLH,83421A,SOLERA HOLDINGS INC
570,AQUILINO JOHN D,POPT,73316R,POP3 MEDIA CORP
571,AQUINO PETER D,RCNI,749361,RCN CORP
572,ARABIA JAMES R,NAWL,63902Q,NATUREWELL INC
573,ARABIA JOHN V,SHO,867892,SUNSTONE HOTEL INVESTORS INC N
574,ARAMINI RONALD A,PAGI,706444,PEMCO AVIATION GROUP INC
575,ARANDIA SONNY LIMBO,PRKO,714110,PERKINS OIL & GAS INC
576,ARBEL IRIT,PSTI,72940R,PLURISTEM THERAPEUTICS INC
577,ARBEL SHLOMI,TECR,87832Q,TECHCARE CORP
578,ARBERMAN JOEL,THME,884400,THOMAS EQUIPMENT INC
579,ARBIC RENE,BABL,12008D,BUILDABLOCK CORP
580,ARCAINI GIANNI B,DUOT,266042,DUOS TECHNOLOGIES GROUP INC
581,ARCHBOLD MICHAEL G,GNC,36191G,GNC HOLDINGS INC
582,ARCHER JAMES B,TH,87615L,TARGET HOSPITALITY CORP
583,ARCHER MICHAEL KELLY,-,17136A,CHURCH LOANS & INVESTMENTS TRU
584,ARCHER TIMOTHY M,LRCX,512807,LAM RESEARCH CORP
585,ARCHIBALD LORRIE ANN,IRLD,46267T,IRELAND INC
586,ARCHIBALD NOLAN D,BDK,091797,BLACK & DECKER CORP
587,ARD DEVAN D JR,RBNC,75956B,RELIANT BANCORP INC
588,ARDAGNA ROBERTO,IIAC,G4771L,INVESTINDUSTRIAL ACQUISITION C
589,ARDUINI PETER J,IART,457985,INTEGRA LIFESCIENCES HOLDINGS
590,ARENA PAUL RAYMOND,GCMI,37363N,GEOS COMMUNICATIONS INC
591,ARENA THEODORE L,-,743726,PROVENA FOODS INC
592,ARENDS MICHAEL A,MCHX,56624R,MARCHEX INC
593,ARGALJI FELIPE SAMUEL,CREC,G26507,CRESCERA CAPITAL ACQUISITION C
594,ARGENBRIGHT GLENN L,SFLK,786578,SAFLINK CORP
595,ARGOV GIDEON,-,62852P,MYKROLIS CORP
596,ARGRETT BRIAN E,BYFC,111444,BROADWAY FINANCIAL CORP
597,ARIAIL EDWARD D,HABC,404459,HABERSHAM BANCORP
598,ARISON GEORGE,SFT,82452T,SHIFT TECHNOLOGIES INC
599,ARISON MICKY MEIR,CCL,143658,CARNIVAL CORP
600,ARLETH KARL F,TEC,881628,TETON ENERGY CORP
601,ARLING PAUL D,UEIC,913483,UNIVERSAL ELECTRONICS INC
602,ARLOTTA JOHN J,-,64015Y,NEIGHBORCARE INC
603,ARMALY JOSEPH W,-,201607,COMMERCIAL BANKSHARES INC FL
604,ARMANINO WILLIAM J,AMNF,042166,ARMANINO FOODS OF DISTINCTION
605,ARMATO LEONARD,AVPI,00241A,AVP INC
606,ARMBRESTER BRADFORD KYLE,SGFY,82671G,SIGNIFY HEALTH INC
607,ARMBRUSTER SARA E,SCS,858155,STEELCASE INC
608,ARMEN GARO H PHD,AGEN,00847G,AGENUS INC
610,ARMENTA ANGELO ACHILLES,BCKR,09255U,BLACKROCK RESOURCES INC
611,ARMES JOSEPH B,CSWC,140501,CAPITAL SOUTHWEST CORP
612,ARMES ROY V,CTB,216831,COOPER TIRE & RUBBER CO
613,ARMIJO J RALPH,BPZ,055639,BPZ RESOURCES INC
614,ARMINI ANTHONY J,IMX,45320R,IMPLANT SCIENCES CORP
615,ARMOUR TIMOTHY K,JNS,47102X,JANUS CAPITAL GROUP INC
616,ARMSTRONG ALAN S,WMB,969457,WILLIAMS COS INC
617,ARMSTRONG BOB,HRDN,233078,DC BRANDS INTERNATIONAL INC
618,ARMSTRONG BRIAN,COIN,19260Q,COINBASE GLOBAL INC
619,ARMSTRONG FRANK M,CRGN,23126R,CURAGEN CORP
620,ARMSTRONG GRANT WESLEY JR,BWMG,115867,BROWNIE S MARINE GROUP INC
621,ARMSTRONG GREG L,PAA,726503,PLAINS ALL AMERICAN PIPELINE L
622,ARMSTRONG J HORD III,-,232861,D & K HEALTHCARE RESOURCES INC
623,ARMSTRONG JEFFREY MARK,PRCP,71361F,PERCEPTRON INC
624,ARMSTRONG JOHN L JR,GENR,36867G,GENAERA CORP
625,ARMSTRONG KEVIN,COSI,22122P,COSI INC
626,ARMSTRONG MAC,PLMR,69753M,PALOMAR HOLDINGS INC
627,ARMSTRONG R DOUGLAS,ASTM,00253U,AASTROM BIOSCIENCES INC
628,ARMSTRONG RICHARD,HOGS,98952K,ZHONGPIN INC
629,ARMSTRONG RONALD E,PCAR,693718,PACCAR INC
630,ARMSTRONG TIMOTHY M,AOL,00184X,AOL INC
631,ARMSTRONG WILLIAM H III,STRS,863167,STRATUS PROPERTIES INC
632,ARMY JOSEPH F,VAPO,922107,VAPOTHERM INC
633,ARNBERG HENRY,-,433550,HIRSCH INTERNATIONAL CORP
634,ARNEAULT EDSON R,MNTG,553769,MTR GAMING GROUP INC
635,ARNOLD DAN H,LPLA,50212V,LPL FINANCIAL HOLDINGS INC
636,ARNOLD JEFFREY T,SHCR,81948W,SHARECARE INC
637,ARNOLD KIRK E,-,486665,KEANE INC
638,ARNOLD MARK C,GSE,36191X,GSE HOLDINGS INC
639,ARNOLD MARK PATRICK,MKTW,57064P,MARKETWISE INC
640,ARNOLD MICHAEL C,RYI,783754,RYERSON HOLDING CORP
641,ARNOLD ROCKY R,DRFS,26140D,AMBIENT WATER CORP
642,ARNOLDUS CLINTON L,CPF,154760,CENTRAL PACIFIC FINANCIAL CORP
643,ARNONE VINCENT J,FTEK,359523,FUEL TECH INC DE
644,ARNT PEDRO,MEKA,G5S74L,MELI KASZEK PIONEER CORP
645,ARNTZEN MORTEN,OSG,690368,OVERSEAS SHIPHOLDING GROUP INC
646,ARON ADAM M,MTN,91879Q,VAIL RESORTS INC
647,ARONSON LOUIS V II,-,776338,RONSON CORP
648,ARONSON STUART D,WHF,96524V,WHITEHORSE FINANCE INC
649,ARORA ANIL,YDLE,98600P,YODLEE INC
650,ARORA NIKESH,PANW,697435,PALO ALTO NETWORKS INC
651,ARORA SANJAY,TRTL,88104P,YATRA USA CORP
652,AROUCA ODELIO RODARTE,IDGR,45569A,INDIGO INTERNATIONAL CORP
653,AROUGHETI MICHAEL J,ARCC,04010L,ARES CAPITAL CORP
654,ARPEY GERARD J,AAMR,001765,AMR CORP
655,ARQUITOS CAPITAL PARTNERS L,SYTE,82980W,SITESTAR CORP
656,ARRILLAGA TORRENS RAFAEL  JR,EUBK,298716,EUROBANCSHARES INC
657,ARRIOLA DENNIS V,AGR,05351W,AVANGRID INC
658,ARTEAGA IVAN,LGL,50186A,LGL GROUP INC
659,ARTHUR DAVID J,SLRX,79400X,SALARIUS PHARMACEUTICALS INC
660,ARTHUR G ALTSCHUL JR,GAM,368802,GENERAL AMERICAN INVESTORS CO
661,ARTHUR MICHAEL W,BAGL,28257U,EINSTEIN NOAH RESTAURANT GROUP
662,ARTINIAN CHRISTOPHER JOSEPH,MRT,619430,MORTON S RESTAURANT GROUP INC
663,ARTUSI DANIEL A,SLAB,826919,SILICON LABORATORIES INC
664,ARVAN PETER D,POOL,73278L,POOL CORP
665,ARZBAECHER ROBERT C,ATU,00508X,ACTUANT CORP
666,ASALI OMAR M,HRG,40434J,HRG GROUP INC
667,ASAR VINIT K,HGR,41043F,HANGER INC
669,ASBJORNSON NORMAN H,AAON,000360,AAON INC
670,ASBURY CHRISTOPHER TODD,NWPP,64801P,NEW PEOPLES BANKSHARES INC
671,ASBURY JOHN C,UBSH,90539J,UNION FIRST MARKET BANKSHARES
672,ASBURY KENNETH,CACI,127190,CACI INTERNATIONAL INC
673,ASCENCIO FERNANDO,MEET,585141,MEETME INC
674,ASCOLESE MARK A,ACPW,00504W,ACTIVE POWER INC
675,ASCULAI SAMUEL S,-,29332N,ENHANCE SKIN PRODUCTS INC
677,ASEFI WAIS,TXHD,883178,TEXTMUNICATION HOLDGINGS INC
678,ASELAGE STEPHEN J,RTRX,761299,RETROPHIN INC
679,ASGHAR SHAHID S,ECRO,26826M,ECC CAPITAL CORP
680,ASH DANIEL RAY JR,CYNX,15117L,CELLYNX GROUP INC
681,ASH JASON,PHLI,695113,PACIFICHEALTH LABORATORIES INC
682,ASHBURN THEODORE,ONCR,68236R,ONCORUS INC
683,ASHBY EDWARD C III,SRYB,86888W,SURREY BANCORP
684,ASHCROFT JEREMIAH J III,EQGP,26885J,EQT GP HOLDINGS LP
685,ASHE CHRISTOPHER,NXES,65340F,NEXUS ENTERPRISE SOLUTIONS INC
686,ASHE NEIL M,-,12613R,CNET NETWORKS INC
687,ASHERMAN PHILIP K,CBI,167250,CHICAGO BRIDGE & IRON CO NV
688,ASHISH ARORA,CRCT,22658D,CRICUT INC
689,ASHLEMAN ERIC D,IEX,45167R,IDEX CORP
690,ASHNER MICHAEL L,FUR,976391,WINTHROP REALTY TRUST
691,ASHOUR AYMAN S,INVE,45170X,IDENTIV INC
692,ASHTON PAUL,PSDV,74440J,PSIVIDA CORP
693,ASHTON RYAN,GBSN,39013L,GREAT BASIN SCIENTIFIC INC
694,ASHWELL CODY CHRISTOPHER,JAVO,47189R,JAVO BEVERAGE CO INC
695,ASHWORTH RICHARD M,TVTY,88870R,TIVITY HEALTH INC
696,ASKEW JAMES M,TXSO,88269V,TEXAS SOUTH ENERGY INC
697,ASKREN STANLEY A,HNI,404251,HNI CORP
698,ASLAN JOSEPH,IFBV,451048,ICY SPLASH FOOD & BEVERAGE INC
699,ASLETT MARK,-,293637,ENTERASYS NETWORKS INC
700,ASLIN MALCOLM M,-,379907,GOLD BANC CORP INC
701,ASMUSSEN MICHAEL L,CDTI,18449C,CLEAN DIESEL TECHNOLOGIES INC
702,ASPLUND DAVID ROBERT,LIME,53261U,LIME ENERGY CO
703,ASSENTATO EMIL,NUKK,67053Q,NUKKLEUS INC
704,ASSING FERNANDO RAFAEL,TESO,88157K,TESCO CORP
705,ASTLEY-SPARKE PHILIP,REPL,76029N,REPLIMUNE GROUP INC
706,ASTON G ROBERT JR,TOWN,89214P,TOWNE BANK
707,ASTOR ANDREW,NEPH,640671,NEPHROS INC
708,ASTROM CHRISTOPHER,CSNI,140489,CAPITAL SOLUTIONS I INC
709,ASTRUE MICHAEL J,NVIV,46186M,INVIVO THERAPEUTICS HOLDINGS C
710,ATALIOTIS COSTAS,NWBD,64926N,NEW WORLD BRANDS INC
711,ATAYA SAM,NVM,95855T,WESTERN MAGNESIUM CORP (PRE-RE
712,ATAYAN CHRISTOPHER H,DIT,02341Q,AMCON DISTRIBUTING CO
713,ATCHISON JAMES,SEAS,81282V,SEAWORLD ENTERTAINMENT INC
714,ATHAYDE FELIPE,RGS,758932,REGIS CORP
716,ATICK JOSEPH J,-,451906,IDENTIX INC
717,ATKIN JERRY C,SKYW,830879,SKYWEST INC
718,ATKINS RANDALL WHITTAKER,METC,75134P,RAMACO RESOURCES INC
719,ATKINS WILLIAM T,-,03071L,AMERIVEST PROPERTIES INC
720,ATKINSON CEDRIC N,YTRV,985095,YATERRA VENTURES CORP
721,ATKINSON FRASER,GPVR,39540E,GREENPOWER MOTOR COMPANY INC
722,ATKINSON GARY J G,LPTN,03767D,APOLLO ENDOSURGERY INC
723,ATKINSON GARY KEVIN,SMDM,829322,SINGING MACHINE CO INC
724,ATLER DANIEL K,IKAN,45173E,IKANOS COMMUNICATIONS INC
725,ATSINGER EDWARD G III,SALM,794093,SALEM COMMUNICATIONS CORP DE
726,ATTAWAY PAUL,AURZ,05155A,AURIOS INC
727,ATTEA ROBERT J,SSS,84610H,SOVRAN SELF STORAGE INC
728,ATTIA YOSSI,VXRC,92905M,VORTEX RESOURCES CORP
729,ATTIAS MICHEL,PMCY,70337D,PATRIOT MOTORCYCLE CORP
730,ATTINGER MARK KENNETH,PAYS,70451A,PAYSIGN INC
731,ATWELL ROBERT BRUCE,NCBS,65406E,NICOLET BANKSHARES INC
732,ATWELL ROBERT P,CMGR,133223,CAMELOT ENTERTAINMENT GROUP IN
733,AU CHI TONG,TLGN,29977N,EVER HARVEST INTERNATIONAL GRO
734,AU EVON,IXOG,454084,THAI ONE ON INC
735,AUBREY KENNETH R,ISNS,45244C,IMAGE SENSING SYSTEMS INC
736,AUERBACH ALAN H,CGRB,222083,COUGAR BIOTECHNOLOGY INC
737,AUGUST RAYMOND ALEXANDER,BNFT,08180D,BENEFITFOCUS INC
738,AUGUST THOMAS F,-,740706,PRENTISS PROPERTIES TRUST
739,AUGUSTI MARK A,CFMS,20717E,CONFORMIS INC
740,AUGUSTSON PERRY,SKFL,83082R,TRITON RESOURCES INC
741,AULD DAVID V,DHI,23331A,D R HORTON INC
742,AULD SUSOTT EVAN,HNIN,440591,HORNE INTERNATIONAL INC
743,AULT MILTON C III,DGCO,253903,DIGICORP
744,AURELIO RICHARD A,-,922207,VARIAN SEMICONDUCTOR EQUIPMENT
745,AUSTEN WILLIAM F,BMS,081437,BEMIS CO INC
746,AUSTERMAN THOMAS L,ACBP,02521B,AMERICAN COMMUNITY BANCORP INC
747,AUSTIN EARL CHARLES JR,PWR,74762E,QUANTA SERVICES INC
748,AUSTIN EUGENE J,CNVO,21257W,CONVIO INC
749,AUSTIN KATHRYN M,CMTV,20343A,COMMUNITY BANCORP
750,AUSTIN TODD M,MGCD,552768,MGC DIAGNOSTICS CORP
751,AUSTIN WILLIAM M,RNGR,75282U,RANGER ENERGY SERVICES INC
752,AUSTIN WILLIAM S,FLF,313533,FEDERAL LIFE GROUP INC
753,AUSTRIAN NEIL R,ODP,676220,OFFICE DEPOT INC
754,AVELLAN ABEL ANTONIO,ASTS,00217D,AST SPACEMOBILE INC
755,AVERITT RICHARD G III,RJF,754730,RAYMOND JAMES FINANCIAL INC
756,AVERY PATRICK L,PGRX,74348X,PROSPECT GLOBAL RESOURCES INC
757,AVIEZER DAVID,PLX,74365A,PROTALIX BIOTHERAPEUTICS INC
758,AVILES MICHAEL A,-,926734,VIGNETTE PARTNERSHIP LP
759,AVIV HAIM,PARS,717139,PHARMOS CORP
760,AVNIEL AMIR,AITB,001448,AIT THERAPEUTICS INC
761,AVRAMOVICH DANIEL W,PACR,69373H,PACER INTERNATIONAL INC TN
762,AWAD GEORGE M,WAC,93317W,WALTER INVESTMENT MANAGEMENT C
763,AWDE JONATHAN T,DTRC,23426V,DAKOTA TERRITORY RESOURCE CORP
764,AXELROD ANDREW M,AUMA,05455L,AXAR ACQUISITION CORP
765,AXELROD NORMAN,-,535679,LINENS N THINGS INC
766,AXELROD TODD M,HIST,363812,GALLERY OF HISTORY INC
767,AXENT DONALD ALEX,TAON,87600P,TAO MINERALS LTD
768,AYAD MOHAMED,ISNN,46489C,ISOFT INTERNATIONAL INC
769,AYALON ELIYAHU,DSPG,23332B,DSP GROUP INC
771,AYER RAMANI,HIG,416515,HARTFORD FINANCIAL SERVICES GR
772,AYER WILLIAM S,ALK,011659,ALASKA AIR GROUP INC
773,AYERS ANDREA J,CVG,212485,CONVERGYS CORP
774,AYERS GREGORY M,CRYO,229016,CRYOCOR INC
775,AYERS JONATHAN W,IDXX,45168D,IDEXX LABORATORIES INC
776,AYLSWORTH JOHN S,PREZ,740822,PRESIDENT CASINOS INC
777,AYLWARD GEORGE ROBERT,VRTS,92828Q,VIRTUS INVESTMENT PARTNERS INC
